,Smiles,pred_new
108759,*N1C(=O)c2cc3c(cc2C1=O)C1(C(C)C)c2ccccc2C3(C(C)C)c2cc3c(cc21)C(=O)N(C(*)(C)C(c1ccccc1)c1ccccc1)C3=O,376.11526
108762,*N1C(=O)c2cc(Br)c3c4ccc5c6c(cc(Br)c(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C(*)(C)C(c1ccccc1)c1ccccc1)C5=O,353.07648
108763,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3cccs3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C(*)(C)C(c3ccccc3)c3ccccc3)C(=O)[C@@H]21,389.99673
108781,*N1C(=O)c2cnc3c4ncc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(C(*)(C)C(c1ccccc1)c1ccccc1)C5=O,373.39297
108828,*N1C(=O)c2ccc3c4c(Br)cc5c6c(ccc(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C(*)(C)C(c1ccccc1)c1ccccc1)C5=O,351.75485
108835,*N1C(=O)c2ccc3c4c(c(Br)cc(c24)C1=O)C(=O)N(C(*)(C)C(c1ccccc1)c1ccccc1)C3=O,350.98383
108851,*N1C(=O)c2cc(Br)c3c4c(cc(Br)c(c24)C1=O)C(=O)N(C(*)(C)C(c1ccccc1)c1ccccc1)C3=O,350.8462
109251,*N1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C3=O,375.63593
109252,*N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(C3(*)C=CC(c5ccccc5)=CC3(C)C)C4=O)cc2C1=O,371.75528
109253,*N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,375.73618
109256,*N1C(=O)c2cc(Cl)c3c4c(Cl)cc5c6c(cc(Cl)c(c7c(Cl)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,377.93088
109265,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccccc3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)C=CC(c4ccccc4)=CC3(C)C)C(=O)[C@@H]21,385.56198
109266,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccccc3)C=C(C)C2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)C=CC(c4ccccc4)=CC3(C)C)C(=O)[C@@H]21,379.71243
109268,*N1C(=O)C23C=C4C(=O)N(C5(*)C=CC(c6ccccc6)=CC5(C)C)C(=O)C5=CC2(C1=O)C3(C)C45C,369.1185
109271,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccco3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)C=CC(c4ccccc4)=CC3(C)C)C(=O)[C@@H]21,385.4737
109272,*N(C(=O)c1ccccc1C(=O)O)C(=O)c1ccccc1C(=O)N(C(=O)c1ccccc1C(=O)O)C1(*)C=CC(c2ccccc2)=CC1(C)C,369.94565
109273,*N1C(=O)[C@H]2[C@@H](C1=O)C1(C)C(C(C)=O)=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)C=CC(c4ccccc4)=CC3(C)C)C(=O)[C@@H]21,374.36505
109281,*N1C(=O)c2ccc3c4c(N(c5ccccc5)c5ccccc5)cc5c6c(ccc(c7c(N(c8ccccc8)c8ccccc8)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,372.0422
109285,*N1C(=O)c2cc(Br)c3c4ccc5c6c(ccc(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,376.92633
109287,*N1C(=O)[C@H]2[C@@H](C1=O)C1(C)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)C=CC(c4ccccc4)=CC3(C)C)C(=O)[C@@H]21,381.25613
109289,*N1C(=O)c2cc(Br)c3c4c(Br)cc5c6c(cc(Br)c(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,379.24545
109291,*N1C(=O)c2cc3c(cc2C1=O)C(C(F)(F)F)(C(F)(F)F)c1cc2c(cc1O3)C(=O)N(C1(*)C=CC(c3ccccc3)=CC1(C)C)C2=O,399.18356
109294,*N1C(=O)c2ccc(N=Nc3ccc4c(c3)C(=O)N(C3(*)C=CC(c5ccccc5)=CC3(C)C)C4=O)cc2C1=O,372.155
109299,*N1C(=O)c2cc3c(cc2C1=O)Oc1cc2c(cc1C3)C(=O)N(C1(*)C=CC(c3ccccc3)=CC1(C)C)C2=O,365.1827
109311,*N1C(=O)c2ccc3c4ccc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,387.78268
109312,*N1C(=O)c2cc3c(cc2C1=O)C(C)(C)CC1(CC(C)(C)c2cc4c(cc2O1)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C4=O)O3,357.89224
109313,*N1C(=O)c2ccc(Oc3cccc(Oc4ccc5c(c4)C(=O)N(C4(*)C=CC(c6ccccc6)=CC4(C)C)C5=O)c3-c3ccccc3)cc2C1=O,356.07455
109314,*N1C(=O)c2cc3c(cc2C1=O)C1(C)c2ccccc2C3(C)c2cc3c(cc21)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C3=O,388.65744
109321,*N1C(=O)c2ccc3c4c(-n5c6ccccc6c6ccccc65)cc5c6c(ccc(c7c(-n8c9ccccc9c9ccccc98)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,384.7632
109325,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3cccs3)C=C(C)C2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)C=CC(c4ccccc4)=CC3(C)C)C(=O)[C@@H]21,379.93674
109330,*N1C(=O)c2ccc3c4c(N(C)C)cc5c6c(ccc(c7c(N(C)C)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,374.73123
109333,*N1C(=O)c2ccc3c4c(C#CC(c5ccccc5)(c5ccccc5)c5ccccc5)cc5c6c(ccc(c7c(C#CC(c8ccccc8)(c8ccccc8)c8ccccc8)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,379.1025
109336,*N1C(=O)c2ccc3ccccc3c2-c2c(ccc3ccccc23)C(=O)N(C2(*)C=CC(c3ccccc3)=CC2(C)C)C(=O)c2ccc3ccccc3c2-c2c(ccc3ccccc23)C1=O,363.37155
109339,*N1C(=O)c2ccc3c4c(C#CC(c5ccccc5)(c5ccccc5)c5ccccc5)cc5c6c(cc(C#CC(c7ccccc7)(c7ccccc7)c7ccccc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,386.5408
109341,*N1C(=O)c2cc3c(cc2C1=O)C1(C(C)C)c2ccccc2C3(C(C)C)c2cc3c(cc21)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C3=O,377.49728
109344,*N1C(=O)c2cc(Br)c3c4ccc5c6c(cc(Br)c(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,371.707
109345,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3cccs3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)C=CC(c4ccccc4)=CC3(C)C)C(=O)[C@@H]21,385.55038
109362,*N1C(=O)c2ccc3c4c(-c5ccc([N+](=O)[O-])cc5)cc5c6c(ccc(c7c(-c8ccc([N+](=O)[O-])cc8)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,373.09427
109363,*N1C(=O)c2cnc3c4ncc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,400.2699
109364,*N1C(=O)c2ccc(C(OC(=O)NC(=O)C(=C)C)c3ccc4c(c3)C(=O)N(C3(*)C=CC(c5ccccc5)=CC3(C)C)C4=O)cc2C1=O,357.139
109366,*N(C(=O)C=CC(=O)O)C(=O)c1cc(C(=O)N(C(=O)C=CC(=O)O)C2(*)C=CC(c3ccccc3)=CC2(C)C)c(C(=O)O)cc1C(=O)O,375.07138
109370,*N1C(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc4c(c3)C(=O)N(C3(*)C=CC(c5ccccc5)=CC3(C)C)C4=O)cc2C1=O,363.85416
109384,*N1C(=O)c2c(Br)c(Br)c3c4c(Br)c(Br)c5c6c(c(Br)c(Br)c(c7c(Br)c(Br)c(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,358.52438
109394,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(C3(*)C=CC(c5ccccc5)=CC3(C)C)C4=O)cc2C1=O,371.94162
109395,*N1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(C3(*)C=CC(c5ccccc5)=CC3(C)C)C4=O)cc2C1=O,356.79388
109399,*N1C(=O)c2ccc(-c3cccc4c3C(=O)N(C3(*)C=CC(c5ccccc5)=CC3(C)C)C4=O)cc2C1=O,371.73593
109401,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(C3(*)C=CC(c5ccccc5)=CC3(C)C)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,360.26602
109410,*N1C(=O)c2ccc3c4c(Br)cc5c6c(ccc(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C5=O,371.00754
109412,*N1C(=O)c2cccc(-c3cccc4c3C(=O)N(C3(*)C=CC(c5ccccc5)=CC3(C)C)C4=O)c2C1=O,368.55923
109417,*N1C(=O)c2ccc3c4c(c(Br)cc(c24)C1=O)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C3=O,370.3127
109418,*N1C(=O)c2ccc(C3(c4ccc5c(c4)C(=O)N(C4(*)C=CC(c6ccccc6)=CC4(C)C)C5=O)c4ccccc4-c4ccccc43)cc2C1=O,354.15134
109420,*N1C(=O)c2ccc([13C](=O)c3ccc4c(c3)C(=O)N(C3(*)C=CC(c5ccccc5)=CC3(C)C)C4=O)cc2C1=O,371.75528
109421,*N1C(=O)c2cc(Oc3ccccc3C)c(-c3cc4c(cc3Oc3ccccc3C)C(=O)N(C3(*)C=CC(c5ccccc5)=CC3(C)C)C4=O)cc2C1=O,384.40878
109422,*N1C(=O)c2ccc(-c3cc4c(cc3Oc3ccccc3C)C(=O)N(C3(*)C=CC(c5ccccc5)=CC3(C)C)C4=O)cc2C1=O,381.51498
109427,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(C3(*)C=CC(c5ccccc5)=CC3(C)C)C4=O)cc2C1=O,364.3653
109433,*N1C(=O)c2cc(Br)c3c4c(cc(Br)c(c24)C1=O)C(=O)N(C1(*)C=CC(c2ccccc2)=CC1(C)C)C3=O,371.66104
109436,*N1C(=O)c2ccc(Oc3cccc4c3C(=O)N(C3(*)C=CC(c5ccccc5)=CC3(C)C)C4=O)cc2C1=O,367.19757
109653,*C1=C(C)C(C)(C)C(C)(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)C(C)=C1C,370.1392
109654,*C1=C(C)C(C)(C)C(C)(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)C(C)=C1C,363.75534
109659,*C1=C(C)C(C)(C)C(C)(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccco3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)C(C)=C1C,367.4888
109661,*C1=C(C)C(C)(C)C(C)(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=C(C(C)=O)C3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)C(C)=C1C,369.25467
109673,*C1=C(C)C(C)(C)C(C)(N2C(=O)c3ccc4c5c(Br)cc6c7c(cc(Br)c(c8ccc(c3c48)C2=O)c75)C(=O)N(*)C6=O)C(C)=C1C,356.42422
109675,*C1=C(C)C(C)(C)C(C)(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)C(C)=C1C,371.14075
109699,*C1=C(C)C(C)(C)C(C)(N2C(=O)c3ccc4c5ccc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)C(C)=C1C,361.78934
109713,*C1=C(C)C(C)(C)C(C)(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)C(C)=C1C,362.11685
109729,*C1=C(C)C(C)(C)C(C)(N2C(=O)c3cc4c(cc3C2=O)C2(C(C)C)c3ccccc3C4(C(C)C)c3cc4c(cc32)C(=O)N(*)C4=O)C(C)=C1C,350.14078
109732,*C1=C(C)C(C)(C)C(C)(N2C(=O)c3ccc4c5c(Br)cc6c7c(cc(Br)c(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)C(C)=C1C,350.41534
109733,*C1=C(C)C(C)(C)C(C)(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)C(C)=C1C,368.15674
109750,*C1=C(C)C(C)(C)C(C)(N2C(=O)c3ccc4c5c(-c6ccc([N+](=O)[O-])cc6)cc6c7c(ccc(c8c(-c9ccc([N+](=O)[O-])cc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)C(C)=C1C,354.28055
109751,*C1=C(C)C(C)(C)C(C)(N2C(=O)c3cnc4c5ncc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)C(C)=C1C,370.69608
110623,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccccc3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)CO3)C(=O)[C@@H]21,364.20102
110624,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccccc3)C=C(C)C2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)CO3)C(=O)[C@@H]21,358.43033
110629,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccco3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)CO3)C(=O)[C@@H]21,361.51572
110631,*N1C(=O)[C@H]2[C@@H](C1=O)C1(C)C(C(C)=O)=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)CO3)C(=O)[C@@H]21,356.70764
110643,*N1C(=O)c2cc(Br)c3c4ccc5c6c(ccc(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C1(*)CO1)C5=O,352.0284
110645,*N1C(=O)[C@H]2[C@@H](C1=O)C1(C)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)CO3)C(=O)[C@@H]21,360.767
110669,*N1C(=O)c2ccc3c4ccc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(C1(*)CO1)C5=O,370.78262
110683,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3cccs3)C=C(C)C2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)CO3)C(=O)[C@@H]21,356.7861
110703,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3cccs3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)CO3)C(=O)[C@@H]21,362.14633
110721,*N1C(=O)c2cnc3c4ncc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(C1(*)CO1)C5=O,379.82773
110997,*N1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C3=O,403.843
110998,*N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)cc2C1=O,391.12903
110999,*N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,403.94763
111002,*N1C(=O)c2cc(Cl)c3c4c(Cl)cc5c6c(cc(Cl)c(c7c(Cl)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,399.7216
111011,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccccc3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C(=O)[C@@H]21,372.40036
111012,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccccc3)C=C(C)C2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C(=O)[C@@H]21,367.99088
111014,*N1C(=O)C23C=C4C(=O)N(C5(*)C=CC(CS(=O)[O-])=CC5(OC)OC)C(=O)C5=CC2(C1=O)C3(C)C45C,372.62775
111017,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccco3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C(=O)[C@@H]21,371.61734
111018,*N(C(=O)c1ccccc1C(=O)O)C(=O)c1ccccc1C(=O)N(C(=O)c1ccccc1C(=O)O)C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC,380.79282
111019,*N1C(=O)[C@H]2[C@@H](C1=O)C1(C)C(C(C)=O)=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C(=O)[C@@H]21,366.58612
111027,*N1C(=O)c2ccc3c4c(N(c5ccccc5)c5ccccc5)cc5c6c(ccc(c7c(N(c8ccccc8)c8ccccc8)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,380.21353
111030,*N(C(=O)c1ccccc1)C(=O)c1ccc(Oc2ccc(C(=O)N(C(=O)c3ccccc3)C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)cc2)cc1,352.53915
111031,*N1C(=O)c2cc(Br)c3c4ccc5c6c(ccc(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,405.17584
111033,*N1C(=O)[C@H]2[C@@H](C1=O)C1(C)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C(=O)[C@@H]21,372.022
111035,*N1C(=O)c2cc(Br)c3c4c(Br)cc5c6c(cc(Br)c(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,401.0203
111037,*N1C(=O)c2cc3c(cc2C1=O)C(C(F)(F)F)(C(F)(F)F)c1cc2c(cc1O3)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C2=O,421.3066
111040,*N1C(=O)c2ccc(N=Nc3ccc4c(c3)C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)cc2C1=O,399.38968
111045,*N1C(=O)c2cc3c(cc2C1=O)Oc1cc2c(cc1C3)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C2=O,379.59058
111047,*N(C(=O)N/C=C/NC(=O)N(C(=O)c1ccc(C)cc1)C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C(=O)c1ccc(C)cc1,380.29117
111057,*N1C(=O)c2ccc3c4ccc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,415.88992
111058,*N1C(=O)c2cc3c(cc2C1=O)C(C)(C)CC1(CC(C)(C)c2cc4c(cc2O1)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C4=O)O3,389.7667
111059,*N1C(=O)c2ccc(Oc3cccc(Oc4ccc5c(c4)C(=O)N(C4(*)C=CC(CS(=O)[O-])=CC4(OC)OC)C5=O)c3-c3ccccc3)cc2C1=O,363.23694
111060,*N1C(=O)c2cc3c(cc2C1=O)C1(C)c2ccccc2C3(C)c2cc3c(cc21)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C3=O,390.9438
111067,*N1C(=O)c2ccc3c4c(-n5c6ccccc6c6ccccc65)cc5c6c(ccc(c7c(-n8c9ccccc9c9ccccc98)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,393.7728
111071,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3cccs3)C=C(C)C2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C(=O)[C@@H]21,367.61166
111076,*N1C(=O)c2ccc3c4c(N(C)C)cc5c6c(ccc(c7c(N(C)C)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,403.1864
111079,*N1C(=O)c2ccc3c4c(C#CC(c5ccccc5)(c5ccccc5)c5ccccc5)cc5c6c(ccc(c7c(C#CC(c8ccccc8)(c8ccccc8)c8ccccc8)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,383.6843
111082,*N1C(=O)c2ccc3ccccc3c2-c2c(ccc3ccccc23)C(=O)N(C2(*)C=CC(CS(=O)[O-])=CC2(OC)OC)C(=O)c2ccc3ccccc3c2-c2c(ccc3ccccc23)C1=O,372.46066
111085,*N1C(=O)c2ccc3c4c(C#CC(c5ccccc5)(c5ccccc5)c5ccccc5)cc5c6c(cc(C#CC(c7ccccc7)(c7ccccc7)c7ccccc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,384.30875
111087,*N1C(=O)c2cc3c(cc2C1=O)C1(C(C)C)c2ccccc2C3(C(C)C)c2cc3c(cc21)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C3=O,374.85825
111090,*N1C(=O)c2cc(Br)c3c4ccc5c6c(cc(Br)c(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,400.25314
111091,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3cccs3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C(=O)[C@@H]21,372.0243
111093,*N1C(=O)c2cc3c(cc2C1=O)C1(CC3(C)C)CC(C)(C)c2cc3c(cc21)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C3=O,361.94464
111108,*N1C(=O)c2ccc3c4c(-c5ccc([N+](=O)[O-])cc5)cc5c6c(ccc(c7c(-c8ccc([N+](=O)[O-])cc8)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,402.00552
111109,*N1C(=O)c2cnc3c4ncc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,414.13608
111110,*N1C(=O)c2ccc(C(OC(=O)NC(=O)C(=C)C)c3ccc4c(c3)C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)cc2C1=O,377.39432
111112,*N(C(=O)C=CC(=O)O)C(=O)c1cc(C(=O)N(C(=O)C=CC(=O)O)C2(*)C=CC(CS(=O)[O-])=CC2(OC)OC)c(C(=O)O)cc1C(=O)O,398.03897
111116,*N1C(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc4c(c3)C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)cc2C1=O,372.1119
111130,*N1C(=O)c2c(Br)c(Br)c3c4c(Br)c(Br)c5c6c(c(Br)c(Br)c(c7c(Br)c(Br)c(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,386.18646
111139,*N1C(=O)c2cc3cc4c(cc3cc2C1=O)Cc1cc2cc3c(cc2cc1C4)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C3=O,362.7054
111140,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)cc2C1=O,400.40347
111141,*N1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)cc2C1=O,378.42242
111145,*N1C(=O)c2ccc(-c3cccc4c3C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)cc2C1=O,394.3037
111147,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,389.97922
111156,*N1C(=O)c2ccc3c4c(Br)cc5c6c(ccc(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C5=O,399.55334
111157,*N1C(=O)c2ccc(Cc3ccc4c(c3)C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)cc2C1=O,350.52182
111158,*N1C(=O)c2cccc(-c3cccc4c3C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)c2C1=O,388.34164
111160,*N(C(C)=O)C(=O)c1ccc(C(=O)N(C(C)=O)C2(*)C=CC(CS(=O)[O-])=CC2(OC)OC)cc1,368.18063
111163,*N1C(=O)c2ccc3c4c(c(Br)cc(c24)C1=O)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C3=O,399.22397
111164,*N1C(=O)c2ccc(C3(c4ccc5c(c4)C(=O)N(C4(*)C=CC(CS(=O)[O-])=CC4(OC)OC)C5=O)c4ccccc4-c4ccccc43)cc2C1=O,362.6176
111166,*N1C(=O)c2ccc([13C](=O)c3ccc4c(c3)C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)cc2C1=O,391.12903
111167,*N1C(=O)c2cc(Oc3ccccc3C)c(-c3cc4c(cc3Oc3ccccc3C)C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)cc2C1=O,386.57288
111168,*N1C(=O)c2ccc(-c3cc4c(cc3Oc3ccccc3C)C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)cc2C1=O,383.88354
