,Smiles,pred_new
111173,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)cc2C1=O,372.54214
111179,*N1C(=O)c2cc(Br)c3c4c(cc(Br)c(c24)C1=O)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C3=O,399.13538
111182,*N1C(=O)c2ccc(Oc3cccc4c3C(=O)N(C3(*)C=CC(CS(=O)[O-])=CC3(OC)OC)C4=O)cc2C1=O,377.84433
111189,*N1C(=O)c2cc3c(cc2C1=O)C1(C)CCC3(C)c2cc3c(cc21)C(=O)N(C1(*)C=CC(CS(=O)[O-])=CC1(OC)OC)C3=O,378.54016
111787,*C(c1ccccc1O)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=CC2(c2ccccc2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,372.87778
111788,*C(c1ccccc1O)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C(C)=CC2(c2ccccc2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,366.86655
111793,*C(c1ccccc1O)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=CC2(c2ccco2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,370.22812
111795,*C(c1ccccc1O)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=C(C(C)=O)C2(C)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,366.2403
111807,*C(c1ccccc1O)N1C(=O)c2ccc3c4c(Br)cc5c6c(cc(Br)c(c7ccc(c2c37)C1=O)c64)C(=O)N(*)C5=O,350.1285
111809,*C(c1ccccc1O)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=CC2(C)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,370.97537
111833,*C(c1ccccc1O)N1C(=O)c2ccc3c4ccc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(*)C5=O,370.97025
111847,*C(c1ccccc1O)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C(C)=CC2(c2cccs2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,365.21786
111867,*C(c1ccccc1O)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=CC2(c2cccs2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,370.89642
111885,*C(c1ccccc1O)N1C(=O)c2cnc3c4ncc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(*)C5=O,384.24643
111972,*C1C2=CC=C(Cl)C1(N1C(=O)c3cc(Cl)c4c5c(Cl)cc6c7c(cc(Cl)c(c8c(Cl)cc(c3c48)C1=O)c75)C(=O)N(*)C6=O)C2c1ccccc1,350.5615
111981,*C1C2=CC=C(Cl)C1(N1C(=O)[C@H]3[C@@H](C1=O)C1(NC(=O)c4ccccc4)C=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]31)C2c1ccccc1,371.85007
111982,*C1C2=CC=C(Cl)C1(N1C(=O)[C@H]3[C@@H](C1=O)C1(NC(=O)c4ccccc4)C(C)=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]31)C2c1ccccc1,365.36655
111987,*C1C2=CC=C(Cl)C1(N1C(=O)[C@H]3[C@@H](C1=O)C1(NC(=O)c4ccccc4)C=CC3(c3ccco3)[C@@H]3C(=O)N(*)C(=O)[C@@H]31)C2c1ccccc1,372.02783
111989,*C1C2=CC=C(Cl)C1(N1C(=O)[C@H]3[C@@H](C1=O)C1(NC(=O)c4ccccc4)C=C(C(C)=O)C3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]31)C2c1ccccc1,360.2989
111997,*C1C2=CC=C(Cl)C1(N1C(=O)c3ccc4c5c(N(c6ccccc6)c6ccccc6)cc6c7c(ccc(c8c(N(c9ccccc9)c9ccccc9)cc(c3c48)C1=O)c75)C(=O)N(*)C6=O)C2c1ccccc1,350.8577
112003,*C1C2=CC=C(Cl)C1(N1C(=O)[C@H]3[C@@H](C1=O)C1(NC(=O)c4ccccc4)C=CC3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]31)C2c1ccccc1,367.25784
112005,*C1C2=CC=C(Cl)C1(N1C(=O)c3cc(Br)c4c5c(Br)cc6c7c(cc(Br)c(c8c(Br)cc(c3c48)C1=O)c75)C(=O)N(*)C6=O)C2c1ccccc1,351.99545
112007,*C1C2=CC=C(Cl)C1(N1C(=O)c3cc4c(cc3C1=O)C(C(F)(F)F)(C(F)(F)F)c1cc3c(cc1O4)C(=O)N(*)C3=O)C2c1ccccc1,369.38724
112027,*C1C2=CC=C(Cl)C1(N1C(=O)c3ccc4c5ccc6c7c(cnc(c8ncc(c3c48)C1=O)c75)C(=O)N(*)C6=O)C2c1ccccc1,361.29788
112030,*C1C2=CC=C(Cl)C1(N1C(=O)c3cc4c(cc3C1=O)C1(C)c3ccccc3C4(C)c3cc4c(cc31)C(=O)N(*)C4=O)C2c1ccccc1,365.41174
112037,*C1C2=CC=C(Cl)C1(N1C(=O)c3ccc4c5c(-n6c7ccccc7c7ccccc76)cc6c7c(ccc(c8c(-n9c%10ccccc%10c%10ccccc%109)cc(c3c48)C1=O)c75)C(=O)N(*)C6=O)C2c1ccccc1,364.0408
112041,*C1C2=CC=C(Cl)C1(N1C(=O)[C@H]3[C@@H](C1=O)C1(NC(=O)c4ccccc4)C(C)=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]31)C2c1ccccc1,365.49088
112046,*C1C2=CC=C(Cl)C1(N1C(=O)c3ccc4c5c(N(C)C)cc6c7c(ccc(c8c(N(C)C)cc(c3c48)C1=O)c75)C(=O)N(*)C6=O)C2c1ccccc1,351.1539
112049,*C1C2=CC=C(Cl)C1(N1C(=O)c3ccc4c5c(C#CC(c6ccccc6)(c6ccccc6)c6ccccc6)cc6c7c(ccc(c8c(C#CC(c9ccccc9)(c9ccccc9)c9ccccc9)cc(c3c48)C1=O)c75)C(=O)N(*)C6=O)C2c1ccccc1,356.15823
112055,*C1C2=CC=C(Cl)C1(N1C(=O)c3cc(C#CC(c4ccccc4)(c4ccccc4)c4ccccc4)c4c5ccc6c7c(ccc(c8c(C#CC(c9ccccc9)(c9ccccc9)c9ccccc9)cc(c3c48)C1=O)c75)C(=O)N(*)C6=O)C2c1ccccc1,359.06473
112057,*C1C2=CC=C(Cl)C1(N1C(=O)c3cc4c(cc3C1=O)C1(C(C)C)c3ccccc3C4(C(C)C)c3cc4c(cc31)C(=O)N(*)C4=O)C2c1ccccc1,368.17365
112061,*C1C2=CC=C(Cl)C1(N1C(=O)[C@H]3[C@@H](C1=O)C1(NC(=O)c4ccccc4)C=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]31)C2c1ccccc1,372.0059
112078,*C1C2=CC=C(Cl)C1(N1C(=O)c3ccc4c5c(-c6ccc([N+](=O)[O-])cc6)cc6c7c(ccc(c8c(-c9ccc([N+](=O)[O-])cc9)cc(c3c48)C1=O)c75)C(=O)N(*)C6=O)C2c1ccccc1,351.8102
112079,*C1C2=CC=C(Cl)C1(N1C(=O)c3cnc4c5ncc6c7c(cnc(c8ncc(c3c48)C1=O)c75)C(=O)N(*)C6=O)C2c1ccccc1,370.1394
112137,*C1C2=CC=C(Cl)C1(N1C(=O)c3cc(Oc4ccccc4C)c(-c4cc5c(cc4Oc4ccccc4C)C(=O)N(*)C5=O)cc3C1=O)C2c1ccccc1,355.28235
112138,*C1C2=CC=C(Cl)C1(N1C(=O)c3cc(Oc4ccccc4C)c(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C1=O)C2c1ccccc1,352.88376
112149,*C1C2=CC=C(Cl)C1(N1C(=O)c3cc(Br)c4c5c(cc(Br)c(c35)C1=O)C(=O)N(*)C4=O)C2c1ccccc1,351.6323
112369,*c1c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)ccc(-c2ccccc2)c1C,378.32614
112370,*c1c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)ccc(-c2ccccc2)c1C,373.65695
112375,*c1c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccco3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)ccc(-c2ccccc2)c1C,378.2406
112377,*c1c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=C(C(C)=O)C3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)ccc(-c2ccccc2)c1C,364.533
112391,*c1c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)ccc(-c2ccccc2)c1C,371.83084
112395,*c1c(N2C(=O)c3cc4c(cc3C2=O)C(C(F)(F)F)(C(F)(F)F)c2cc3c(cc2O4)C(=O)N(*)C3=O)ccc(-c2ccccc2)c1C,360.97214
112418,*c1c(N2C(=O)c3cc4c(cc3C2=O)C2(C)c3ccccc3C4(C)c3cc4c(cc32)C(=O)N(*)C4=O)ccc(-c2ccccc2)c1C,353.50092
112429,*c1c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)ccc(-c2ccccc2)c1C,373.92828
112445,*c1c(N2C(=O)c3cc4c(cc3C2=O)C2(C(C)C)c3ccccc3C4(C(C)C)c3cc4c(cc32)C(=O)N(*)C4=O)ccc(-c2ccccc2)c1C,368.46002
112449,*c1c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)ccc(-c2ccccc2)c1C,378.45047
112467,*c1c(N2C(=O)c3cnc4c5ncc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)ccc(-c2ccccc2)c1C,357.84854
112549,*N1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C3=O,369.51758
112550,*N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)cc2C1=O,371.46323
112551,*N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C5=O,369.60458
112554,*N1C(=O)c2cc(Cl)c3c4c(Cl)cc5c6c(cc(Cl)c(c7c(Cl)cc(c2c37)C1=O)c64)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C5=O,370.65433
112563,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccccc3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)c4ccccc4-c4ccccc43)C(=O)[C@@H]21,373.266
112564,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccccc3)C=C(C)C2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)c4ccccc4-c4ccccc43)C(=O)[C@@H]21,367.13525
112569,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccco3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)c4ccccc4-c4ccccc43)C(=O)[C@@H]21,370.35178
112570,*N(C(=O)c1ccccc1C(=O)O)C(=O)c1ccccc1C(=O)N(C(=O)c1ccccc1C(=O)O)C1(*)c2ccccc2-c2ccccc21,363.93054
112571,*N1C(=O)[C@H]2[C@@H](C1=O)C1(C)C(C(C)=O)=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)c4ccccc4-c4ccccc43)C(=O)[C@@H]21,359.46786
112579,*N1C(=O)c2ccc3c4c(N(c5ccccc5)c5ccccc5)cc5c6c(ccc(c7c(N(c8ccccc8)c8ccccc8)cc(c2c37)C1=O)c64)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C5=O,374.75797
112583,*N1C(=O)c2cc(Br)c3c4ccc5c6c(ccc(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C5=O,370.6078
112585,*N1C(=O)[C@H]2[C@@H](C1=O)C1(C)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)c4ccccc4-c4ccccc43)C(=O)[C@@H]21,365.4338
112587,*N1C(=O)c2cc(Br)c3c4c(Br)cc5c6c(cc(Br)c(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C5=O,371.92963
112588,*N1C(=O)c2ccc([Si](C)(c3ccccc3)c3ccc4c(c3)C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)cc2C1=O,350.85504
112589,*N1C(=O)c2cc3c(cc2C1=O)C(C(F)(F)F)(C(F)(F)F)c1cc2c(cc1O3)C(=O)N(C1(*)c3ccccc3-c3ccccc31)C2=O,389.11252
112592,*N1C(=O)c2ccc(N=Nc3ccc4c(c3)C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)cc2C1=O,366.2383
112597,*N1C(=O)c2cc3c(cc2C1=O)Oc1cc2c(cc1C3)C(=O)N(C1(*)c3ccccc3-c3ccccc31)C2=O,361.0588
112609,*N1C(=O)c2ccc3c4ccc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C5=O,383.51926
112610,*N1C(=O)c2cc3c(cc2C1=O)C(C)(C)CC1(CC(C)(C)c2cc4c(cc2O1)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C4=O)O3,353.97528
112611,*N1C(=O)c2ccc(Oc3cccc(Oc4ccc5c(c4)C(=O)N(C4(*)c6ccccc6-c6ccccc64)C5=O)c3-c3ccccc3)cc2C1=O,359.29715
112612,*N1C(=O)c2cc3c(cc2C1=O)C1(C)c2ccccc2C3(C)c2cc3c(cc21)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C3=O,390.5429
112619,*N1C(=O)c2ccc3c4c(-n5c6ccccc6c6ccccc65)cc5c6c(ccc(c7c(-n8c9ccccc9c9ccccc98)cc(c2c37)C1=O)c64)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C5=O,382.06918
112623,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3cccs3)C=C(C)C2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)c4ccccc4-c4ccccc43)C(=O)[C@@H]21,364.70816
112628,*N1C(=O)c2ccc3c4c(N(C)C)cc5c6c(ccc(c7c(N(C)C)cc(c2c37)C1=O)c64)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C5=O,370.0853
112631,*N1C(=O)c2ccc3c4c(C#CC(c5ccccc5)(c5ccccc5)c5ccccc5)cc5c6c(ccc(c7c(C#CC(c8ccccc8)(c8ccccc8)c8ccccc8)cc(c2c37)C1=O)c64)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C5=O,386.32248
112634,*N1C(=O)c2ccc3ccccc3c2-c2c(ccc3ccccc23)C(=O)N(C2(*)c3ccccc3-c3ccccc32)C(=O)c2ccc3ccccc3c2-c2c(ccc3ccccc23)C1=O,365.2473
112637,*N1C(=O)c2ccc3c4c(C#CC(c5ccccc5)(c5ccccc5)c5ccccc5)cc5c6c(cc(C#CC(c7ccccc7)(c7ccccc7)c7ccccc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C5=O,389.16483
112639,*N1C(=O)c2cc3c(cc2C1=O)C1(C(C)C)c2ccccc2C3(C(C)C)c2cc3c(cc21)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C3=O,371.24908
112642,*N1C(=O)c2cc(Br)c3c4ccc5c6c(cc(Br)c(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C5=O,368.7371
112643,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3cccs3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(*)c4ccccc4-c4ccccc43)C(=O)[C@@H]21,370.32986
112660,*N1C(=O)c2ccc3c4c(-c5ccc([N+](=O)[O-])cc5)cc5c6c(ccc(c7c(-c8ccc([N+](=O)[O-])cc8)cc(c2c37)C1=O)c64)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C5=O,376.37885
112661,*N1C(=O)c2cnc3c4ncc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C5=O,387.00696
112662,*N1C(=O)c2ccc(C(OC(=O)NC(=O)C(=C)C)c3ccc4c(c3)C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)cc2C1=O,359.34702
112664,*N(C(=O)C=CC(=O)O)C(=O)c1cc(C(=O)N(C(=O)C=CC(=O)O)C2(*)c3ccccc3-c3ccccc32)c(C(=O)O)cc1C(=O)O,362.8019
112668,*N1C(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc4c(c3)C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)cc2C1=O,367.23068
112692,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)cc2C1=O,371.67538
112693,*N1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)cc2C1=O,369.52924
112697,*N1C(=O)c2ccc(-c3cccc4c3C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)cc2C1=O,365.29977
112699,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,356.40836
112708,*N1C(=O)c2ccc3c4c(Br)cc5c6c(ccc(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C5=O,368.4414
112710,*N1C(=O)c2cccc(-c3cccc4c3C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)c2C1=O,357.16953
112715,*N1C(=O)c2ccc3c4c(c(Br)cc(c24)C1=O)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C3=O,358.5435
112716,*N1C(=O)c2ccc(C3(c4ccc5c(c4)C(=O)N(C4(*)c6ccccc6-c6ccccc64)C5=O)c4ccccc4-c4ccccc43)cc2C1=O,358.59283
112718,*N1C(=O)c2ccc([13C](=O)c3ccc4c(c3)C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)cc2C1=O,371.46323
112719,*N1C(=O)c2cc(Oc3ccccc3C)c(-c3cc4c(cc3Oc3ccccc3C)C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)cc2C1=O,383.43564
112720,*N1C(=O)c2ccc(-c3cc4c(cc3Oc3ccccc3C)C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)cc2C1=O,383.39575
112725,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)cc2C1=O,356.8724
112731,*N1C(=O)c2cc(Br)c3c4c(cc(Br)c(c24)C1=O)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C3=O,364.31592
112734,*N1C(=O)c2ccc(Oc3cccc4c3C(=O)N(C3(*)c5ccccc5-c5ccccc53)C4=O)cc2C1=O,353.57895
112741,*N1C(=O)c2cc3c(cc2C1=O)C1(C)CCC3(C)c2cc3c(cc21)C(=O)N(C1(*)c2ccccc2-c2ccccc21)C3=O,359.3584
113921,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccccc3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(N=NC4(*)CCCCC4)CCCCC3)C(=O)[C@@H]21,352.7642
113927,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccco3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(N=NC4(*)CCCCC4)CCCCC3)C(=O)[C@@H]21,350.09033
113943,*N1C(=O)[C@H]2[C@@H](C1=O)C1(C)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(N=NC4(*)CCCCC4)CCCCC3)C(=O)[C@@H]21,350.30627
113967,*N1C(=O)c2ccc3c4ccc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(C1(N=NC2(*)CCCCC2)CCCCC1)C5=O,356.10135
114001,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3cccs3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(C3(N=NC4(*)CCCCC4)CCCCC3)C(=O)[C@@H]21,350.52524
114019,*N1C(=O)c2cnc3c4ncc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(C1(N=NC2(*)CCCCC2)CCCCC1)C5=O,358.01144
114683,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc5c6c(ccc(c46)C3=O)C(=O)N(*)C5=O)c2)ccc1N,387.4775
114684,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)ccc1N,359.65625
114685,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc5c6ccc7c8c(ccc(c9ccc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,384.9034
114688,*c1cc(-c2ccc(N)c(N3C(=O)c4cc(Cl)c5c6c(Cl)cc7c8c(cc(Cl)c(c9c(Cl)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,395.61118
114697,*c1cc(-c2ccc(N)c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4ccccc4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c2)ccc1N,398.2666
114698,*c1cc(-c2ccc(N)c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C(C)=CC4(c4ccccc4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c2)ccc1N,392.41278
114700,*c1cc(-c2ccc(N)c(N3C(=O)C4=CC56C(=O)N(*)C(=O)C57C=C(C3=O)C4(C)C67C)c2)ccc1N,357.6163
114703,*c1cc(-c2ccc(N)c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4ccco4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c2)ccc1N,398.45975
114704,*c1cc(-c2ccc(N)c(N(C(=O)c3ccccc3C(=O)O)C(=O)c3ccccc3C(=O)N(*)C(=O)c3ccccc3C(=O)O)c2)ccc1N,370.8372
114705,*c1cc(-c2ccc(N)c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=C(C(C)=O)C4(C)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c2)ccc1N,391.97006
114713,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc5c6c(N(c7ccccc7)c7ccccc7)cc7c8c(ccc(c9c(N(c%10ccccc%10)c%10ccccc%10)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,358.05093
114717,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc5c6c(Br)cc7c8c(cc(Br)c(c9ccc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,393.13596
114719,*c1cc(-c2ccc(N)c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(C)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c2)ccc1N,398.90195
114721,*c1cc(-c2ccc(N)c(N3C(=O)c4cc(Br)c5c6c(Br)cc7c8c(cc(Br)c(c9c(Br)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,397.5994
114723,*c1cc(-c2ccc(N)c(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)c2)ccc1N,388.8445
114726,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc(N=Nc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)ccc1N,384.08804
114743,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc5c6ccc7c8c(cnc(c9ncc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,410.1355
114744,*c1cc(-c2ccc(N)c(N3C(=O)c4cc5c(cc4C3=O)C(C)(C)CC3(CC(C)(C)c4cc6c(cc4O3)C(=O)N(*)C6=O)O5)c2)ccc1N,356.67862
114746,*c1cc(-c2ccc(N)c(N3C(=O)c4cc5c(cc4C3=O)C3(C)c4ccccc4C5(C)c4cc5c(cc43)C(=O)N(*)C5=O)c2)ccc1N,369.57306
114753,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc5c6c(-n7c8ccccc8c8ccccc87)cc7c8c(ccc(c9c(-n%10c%11ccccc%11c%11ccccc%11%10)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,373.9503
114757,*c1cc(-c2ccc(N)c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C(C)=CC4(c4cccs4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c2)ccc1N,393.4769
114762,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc5c6c(N(C)C)cc7c8c(ccc(c9c(N(C)C)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,388.73434
114765,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc5c6c(C#CC(c7ccccc7)(c7ccccc7)c7ccccc7)cc7c8c(ccc(c9c(C#CC(c%10ccccc%10)(c%10ccccc%10)c%10ccccc%10)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,364.79086
114771,*c1cc(-c2ccc(N)c(N3C(=O)c4cc(C#CC(c5ccccc5)(c5ccccc5)c5ccccc5)c5c6ccc7c8c(ccc(c9c(C#CC(c%10ccccc%10)(c%10ccccc%10)c%10ccccc%10)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,364.97687
114773,*c1cc(-c2ccc(N)c(N3C(=O)c4cc5c(cc4C3=O)C3(C(C)C)c4ccccc4C5(C(C)C)c4cc5c(cc43)C(=O)N(*)C5=O)c2)ccc1N,384.91324
114776,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc5c6c(Br)cc7c8c(cc(Br)c(c9c(Br)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,393.5191
114777,*c1cc(-c2ccc(N)c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4cccs4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c2)ccc1N,399.08945
114794,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc5c6c(-c7ccc([N+](=O)[O-])cc7)cc7c8c(ccc(c9c(-c%10ccc([N+](=O)[O-])cc%10)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,376.23367
114795,*c1cc(-c2ccc(N)c(N3C(=O)c4cnc5c6ncc7c8c(cnc(c9ncc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,422.35132
